Video,QID,Language Query,Type,IDs,Start,End,Revision
2cd705a9,,Fish moving at middle of the aquarium is going to the bottom of aquarium,M,4,1,70,
2cd705a9,,Fish swimming at middle of the aquarium is going to the bottom of aquarium,M,4,1,70,
2d22d3be,,Bird remains stationary while consuming its food in one location.,O,1,1,48,
2d22d3be,,Bird remains stationary while consuming its food in one location.,O,3,1,48,
2d22d3be,,Bird is leaping from one spot to another.,M,2,18,21,
2d22d3be,,Bird is leaping from one spot to another.,M,2,41,44,
2d22d3be,,Bird is leaping from one spot to another.,M,4,44,47,
2da12766,,Rabbit coming into the frame from bottom-right corner is joining with other rabbits,M,5,10,12,
2da12766,,Rabbit coming into the frame from left side is joining with other rabbits,M,7,38,45,
2da12766,,Rabbit coming out from left side is joining with other rabbits,M,4,1,11,
2da12766,,Rabbit remains stationary while consuming its food in one location.,O,1,1,70,
2da12766,,Rabbit remains stationary while consuming its food in one location.,O,3,1,7,
2da12766,,Rabbit is walking over the food,M,2,21,32,
2e92a7dc,,Chicken is revolving in place,M,4,1,41,
2e92a7dc,,Chicken is spinning in place.,M,4,1,41,
2e92a7dc,,Chicken is revolving in place,M,3,1,28,
2e92a7dc,,Chicken is spinning in place.,M,3,1,28,
2e92a7dc,,Chicken is walking on the wooden log,M,3,29,41,
2e92a7dc,,Rabbit remains stationary while consuming its food in one location.,O,1,1,41,
2e92a7dc,,Rabbit remains stationary while consuming its food in one location.,O,2,1,41,
2f5fb2a3,,Pigeon is moving in the cage,M,1,1,26,
2f5fb2a3,,Pigeon is walking in the cage,M,1,1,26,
2f5fb2a3,,Pigeon is stationary and remains in the same place.,O,2,1,26,
2f49220a,,Tiger is attacking another tiger,M,2,16,53,
2f49220a,,Tiger under attack from another tiger is moving out of the frame in left side,M,5,16,32,
2f49220a,,Tiger under attack from another tiger is moving out of the frame in left side,M,3,14,20,
2f49220a,,Tiger under attack from another tiger is going back to the cave,M,1,20,54,
2f49220a,,Tiger is retaliating against the attacking tiger,M,6,31,41,
2f49220a,,Tiger is calmly consuming its meal in the corner of the cage,M,4,11,66,
2f49220a,,Tiger is calmly eating its meal in the corner of the cage,M,4,11,66,
2fa9c523,,Baby monkey is fighting with another baby monkey,M,2,1,13,
2fa9c523,,Baby monkey is fighting with another baby monkey,M,3,1,13,One monkey's id can't identified
2fa9c523,,Baby monkey is seated in front of an adult monkey,M,3,34,42,
2fa9c523,,Baby monkey is lying on the ground,M,2,45,51,
2fa9c523,,Monkey entering into the frame from left side is walking on the open field,M,6,48,51,
2fb5a55b,,Vehicle on the road is going outside of the frame in right side,M,2,1,2,
2fb5a55b,,Vehicle on the road is going outside of the frame in right side,M,1,1,9,
2fb5a55b,,Vehicle entering into frame from left side is going outside of the frame in right side,M,3,4,10,
2fb5a55b,,Vehicle entering into frame from left side is going outside of the frame in right side,M,4,15,47,
2fb5a55b,,Vehicle entering into frame from left side is going outside of the frame in right side,M,5,18,47,
2fb5a55b,,Vehicle entering into frame from left side is going outside of the frame in right side,M,6,21,53,
2fb5a55b,,Vehicle entering into frame from left side is going outside of the frame in right side,M,7,21,51,
2fb5a55b,,Vehicle entering into frame from left side is going outside of the frame in right side,M,9,34,51,Bus's id can't identified
2fb5a55b,,Vehicle entering into frame from left side is going outside of the frame in right side,M,10,43,59,
2fb5a55b,,Vehicle entering into frame from left side is going outside of the frame in right side,M,11,55,68,
2fb5a55b,,Vehicle entering into frame from left side is going outside of the frame in right side,M,12,59,72,
2fb5a55b,,Vehicle entering into frame from left side is going outside of the frame in right side,M,14,65,80,
2fb5a55b,,Vehicle entering into frame from left side is going towards the right side,M,13,64,83,
2fb5a55b,,Vehicle entering into frame from left side is going towards the right side,M,15,73,80,
03c21af7,,Zebra is eating grass on the field,M,4,1,36,
03c21af7,,Zebra is grazing on grass in the field,M,4,1,36,
03c21af7,,Zebra is walking towards the opposite of the camera,M,1,1,36,
03c21af7,,Zebra is walking towards the left side,M,2,1,36,
03c21af7,,Zebra is walking towards the left side,M,3,1,36,
03c99e83,,Zebra walking on the field is going outside of the frame in right side,M,3,1,25,
03c99e83,,Zebra is eating grass on the field,M,3,6,15,
03c99e83,,Zebra is grazing on grass in the field,M,3,6,15,
03c99e83,,Zebra is eating grass on the field,M,4,17,35,
03c99e83,,Zebra is grazing on grass in the field,M,4,17,35,
03c99e83,,Zebra is eating grass on the field,M,1,27,35,
03c99e83,,Zebra is grazing on grass in the field,M,1,27,35,
03c99e83,,Zebra is walking towards the left side,M,2,1,35,
3a6e6ace,,Lizard is eating its food,M,1,1,101,
3a6e6ace,,Lizard is consuming its food.,M,1,1,101,
3a6e6ace,,Lizard is searching for something in the sand.,M,4,65,107,
3a6e6ace,,Lizard is moving in the sunny side,M,5,1,83,
3a6e6ace,,Lizard is moving in the sunny side,M,1,88,175,
3a6e6ace,,Lizard is moving in the sunny side,M,3,120,164,
3a670b81,,Vehicle on the road is going outside of the frame in left side,M,2,1,9,
3a670b81,,Vehicle on the road is going outside of the frame in left side,M,1,1,40,
3a670b81,,Vehicle entering into frame from left side is going outside of the frame in right side,M,6,13,19,
3a670b81,,Vehicle entering into frame from left side is going outside of the frame in right side,M,7,23,29,
3a670b81,,Vehicle entering into frame from left side is going outside of the frame in right side,M,8,40,48,
3a670b81,,Vehicle entering into frame from left side is going outside of the frame in right side,M,9,44,49,
3a670b81,,Vehicle entering into frame from right side is moving on the road,M,5,5,54,
3a670b81,,Vehicle on the road is moving slowly,M,3,34,54,
3a670b81,,Vehicle on the road is moving slowly,M,4,1,54,
3a407bd9,,Bicycle is moving along the inner side of the road,M,2,1,30,
3a407bd9,,Bicycle is moving along the outer side of the road,M,3,1,30,
3a407bd9,,Person on bicycle is moving along the inner side of the road,M,1,1,30,
3a407bd9,,Person on bicycle is moving along the outer side of the road,M,6,1,30,
3a739934,,Bicycle that is racing on the track has taken a jump,M,1,1,5,
3a739934,,Person on bicycle that is racing on the track has taken a jump,M,2,1,5,
3a739934,,Bicycle going along the race track avoided any jumps,M,4,1,45,
3a739934,,Bicycle going along the race track avoided any jumps,M,6,1,45,
3a739934,,Person on bicycle going along the race track avoided any jumps,M,3,1,45,
3a739934,,Person on bicycle going along the race track avoided any jumps,M,5,1,45,
3aab2d13,,Tortoise is being pushed to move,M,2,1,33,
3aab2d13,,Tortoise is being pushed to move,M,3,1,37,
3aab2d13,,Tortoise stays positioned at the center of the water-filled bowl,M,1,1,37,
3aab2d13,,Tortoise stays positioned at the middle of the water-filled bowl,M,1,1,37,
3b1a4616,,Person on the sailboat is moving his right hand,M,2,1,40,
3b1a4616,,Person is maintaining balance on the sailboat by extending their entire body outside of it,M,4,1,13,
3b1a4616,,Person is maintaining balance on the sailboat by extending their entire body outside of it,M,2,1,40,
3b1a4616,,Person on the sailboat is controlling the tiller,M,1,1,40,
3b1a4616,,Person on the sailboat is controlling the tiller,M,3,1,40,
3b19c5c3,,Zebra is eating grass on the field,M,1,1,31,
3b19c5c3,,Zebra is eating grass on the field,M,2,4,15,
3b19c5c3,,Zebra is eating grass on the field,M,3,17,51,
3b19c5c3,,Zebra is grazing on grass in the field,M,1,1,31,
3b19c5c3,,Zebra is grazing on grass in the field,M,2,4,15,
3b19c5c3,,Zebra is grazing on grass in the field,M,3,17,51,
3b19c5c3,,Zebra is walking towards the opposite of the camera,M,1,32,71,
3b19c5c3,,Zebra is walking towards the opposite of the camera,M,2,21,71,
3b19c5c3,,Zebra is walking towards the opposite of the camera,M,4,1,71,
3b19c5c3,,Zebra is walking towards the opposite of the camera,M,3,1,16,
3b19c5c3,,Zebra is walking towards the opposite of the camera,M,3,52,71,
3b97c07b,,Bicycle is traveling in a circular motion,M,5,1,53,
3b97c07b,,Bicycle is moving in a circular motion,M,55,1,53,
3b97c07b,,Person on bicycle is traveling in a circular motion,M,1,1,53,
3b97c07b,,Person on bicycle is moving in a circular motion,M,1,1,53,
3b97c07b,,Vehicle is stationary and parked on the road,O,2,1,53,
3b97c07b,,Vehicle is stationary and parked on the road,O,3,1,53,
3b97c07b,,Vehicle is stationary and parked on the road,O,4,1,53,
3b671a61,,Person is trying to control a horse,M,4,5,14,
3b671a61,,Person is trying to control a horse,M,5,14,36,
3b671a61,,Person is trying to control a horse,M,8,19,36,
3b671a61,,Person is trying to control a horse,M,3,29,36,
3b671a61,,Person is trying to control a horse,M,3,3,17,Frame disappear several times
3b671a61,,Horse is being controlled by a person,M,2,1,24,
3b671a61,,Horse is being controlled by a person,M,6,14,36,
3b671a61,,Horse is being controlled by a person,M,7,15,36,
3b671a61,,Horse is being controlled by a person,M,1,1,17,
3b671a61,,Horse is being controlled by a person,M,1,29,36,
3b671a61,,Horse is being controlled by a person,M,2,7,14,
3b671a61,,Horse is being controlled by a person,M,6,14,36,
3b671a61,,Horse is being controlled by a person,M,7,19,36,
3ba93641,,Person on bicycle is going from right side to the opposite of camera,M,1,1,35,
3ba93641,,Person on bicycle is going from right side to the opposite of camera,M,3,1,35,
3ba93641,,Bicycle is going from right side to the opposite of camera,M,7,1,35,
3ba93641,,Bicycle is going from right side to the opposite of camera,M,6,1,35,
3ba93641,,Person on bicycle coming from opposite of camera is going outside of the frame in right side,M,4,1,29,
3ba93641,,Person on bicycle coming from opposite of camera is going outside of the frame in right side,M,9,1,34,
3ba93641,,Bicycle coming from opposite of camera is going outside of the frame in right side,M,5,1,29,
3ba93641,,Bicycle coming from opposite of camera is going outside of the frame in right side,M,10,1,34,
3ba93641,,Person on bicycle entering into frame from right side is moving on the road,M,13,32,35,
3ba93641,,Bicycle entering into frame from right side is moving on the road,M,14,32,35,
3ba93641,,Vehicle is stationary and parked on the right side of the road,O,2,1,35,
3ba93641,,Vehicle is stationary and parked on the left side of the road,O,8,1,35,
3ba93641,,Person is seated on the right side of the road,M,11,8,35,
3ba93641,,Person is preparing to take a seat,M,12,24,35,
3bd7facd,,Airplane on the runway is gradually reducing its speed,M,1,1,55,
3bd7facd,,Airplane on the runway is gradually decreasing its speed,M,1,1,55,
3bd7facd,,Airplane on the runway is decelerating,M,1,1,55,
3bd7facd,,Airplane on the runway is standing still,M,2,1,55,
3bd7facd,,Airplane on the runway is maintaining its stationary position.,O,2,1,55,
3c4b6736,,Parrot is gazing at another parrot,M,1,1,6,
3c4b6736,,Parrot is gazing at another parrot,M,1,28,33,
3c4b6736,,Parrot is gazing at another parrot,M,2,28,33,
3c4b6736,,Parrot is searching for something on person's hand,M,2,8,23,
3c4b6736,,Parrot is searching for something on person's hand,M,2,41,47,
3c4b6736,,Parrot is searching for something on person's hand,M,1,12,14,
3c4b6736,,Parrot is searching for something on person's hand,M,1,41,47,
3c4b6736,,Parrot is nibbling on the neck of another parrot,M,1,17,22,
3c87888e,,Rabbit is attempting to go over another rabbit,M,1,12,18,
3c87888e,,Rabbit is eating leaves,M,2,1,30,
3c87888e,,Rabbit is searching for something at the upper part of the cage,M,3,10,28,
3d08dadd,,Horse coming into frame from right side is going outside of frame in right side,M,9,8,25,
3d08dadd,,Horse is going towards the right side,M,1,1,20,
3d08dadd,,Horse is going towards the right side,M,2,1,8,
3d08dadd,,Horse is going towards the right side,M,3,1,8,
3d08dadd,,Horse is going towards the right side,M,4,1,8,
3d08dadd,,Horse is going towards the left side,M,2,18,30,
3d08dadd,,Horse is going towards the left side,M,3,18,30,
3d08dadd,,Horse is going towards the left side,M,4,18,30,
3d08dadd,,Horse is making a U-turn.,M,2,9,17,
3d08dadd,,Horse is making a U-turn.,M,3,9,17,
3d08dadd,,Horse is making a U-turn.,M,4,9,17,
3d08dadd,,Horse is attempting to kick another horse with its hind legs.,M,4,21,25,
3e5ad020,,Dog is becoming frightened as a person walks past it,M,2,7,11,
3e5ad020,,Dog is going towards the right side,M,1,41,53,
3f003746,,Person on motorcycle in the racing track is going out side of the frame in left side,M,1,1,5,
3f003746,,Person on motorcycle in the racing track is going out side of the frame in left side,M,3,1,14,
3f003746,,Person on motorcycle in the racing track is going out side of the frame in left side,M,5,1,17,
3f003746,,Person on motorcycle in the racing track is going out side of the frame in left side,M,7,1,22,
3f003746,,Motorcycle in the racing track is going out side of the frame in left side,M,2,1,5,
3f003746,,Motorcycle in the racing track is going out side of the frame in left side,M,4,1,15,
3f003746,,Motorcycle in the racing track is going out side of the frame in left side,M,6,1,18,
3f003746,,Motorcycle in the racing track is going out side of the frame in left side,M,8,1,22,
3f003746,,Person on motorcycle coming into frame from left side racing on the track,M,10,16,30,
3f003746,,Person on motorcycle coming into frame from left side racing on the track,M,12,19,30,
3f003746,,Person on motorcycle coming into frame from left side racing on the track,M,13,23,30,
3f003746,,Motorcycle coming into frame from left side racing on the track,M,9,16,30,
3f003746,,Motorcycle coming into frame from left side racing on the track,M,11,19,30,
3f003746,,Motorcycle coming into frame from left side racing on the track,M,14,23,30,
04ae7a6b,,Horse is turning backward,M,2,12,37,
04ae7a6b,,"One horse comes in front of another horse, while the second horse positions itself behind the first",M,1,12,37,
4a6fb202,,Person is trying to move the cows,M,6,1,77,
4a6fb202,,Cow on the open area is going towards the right side,M,2,1,77,
4a6fb202,,Cow on the open area is going towards the right side,M,5,1,77,
4a6fb202,,Cow on the open area is going outside of the frame in right side,M,4,1,46,
4a6fb202,,Cow on the open area is going outside of the frame in right side,M,3,1,57,
4a6fb202,,Cow is walking in the opposite direction of the other cows,M,4,63,77,
4a6fb202,,Cow entering into the frame from right side is going towards the right side,M,3,62,77,
4a6fb202,,Cow on the left side of the open area is going outside of the frame in left side,M,1,1,61,
4a41cbf8,,Fish is moving at the bottom of the aquarium.,M,1,1,66,
4a41cbf8,,fish is swimming at the bottom of the aquarium.,M,1,1,66,
4a41cbf8,,Fish is moving at the bottom of the aquarium.,M,3,1,66,
4a41cbf8,,fish is swimming at the bottom of the aquarium.,M,3,1,66,
4a41cbf8,,Fish is moving at the bottom of the aquarium.,M,5,1,66,
4a41cbf8,,fish is swimming at the bottom of the aquarium.,M,5,1,66,
4a41cbf8,,Fish is swimming in a circular motion from the bottom to the middle of the aquarium.,M,4,1,66,
4a41cbf8,,Fish is swimming in a circular motion from the bottom to the middle of the aquarium.,M,4,1,66,
4b96b2c8,,Tiger is asserting dominance in the fight with another tiger.,M,2,1,36,
4b96b2c8,,Tiger is being dominated during the fight with another tiger.,M,1,1,36,
4b96b2c8,,Tiger is walking peacefully and calmly towards the right side,M,3,10,36,
4c42c747,,Cow is approaching to another cow,M,2,1,27,
4c42c747,,Cow is approaching to another cow,M,3,30,44,
4c42c747,,Cow is looking towards the opposite of the camera,M,1,1,19,
4c42c747,,Cow is looking towards the camera,M,1,24,34,
4c42c747,,Cow is looking towards the camera,M,1,51,55,
4c42c747,,Cow is looking towards the left side,M,2,45,58,
4c94e4f3,,Car on the road is going outside of the frame in left side,M,1,1,38,
4c94e4f3,,Car entering into frame from left side is moving along the road,M,5,15,59,
4c94e4f3,,Car entering into frame from left side is moving along the road,M,6,27,59,
4c94e4f3,,Car entering into frame from left side is moving along the road,M,7,46,59,
4c94e4f3,,Car is stationary on the right side as the signal is red,O,3,1,59,
4cc8528a,,Panda stands up to take food from a person,M,1,96,108,
4cc8528a,,Panda is lying down on the ground while taking food,M,2,65,100,
4cc8528a,,Panda is reclining on the ground while consuming its food,M,2,65,100,
4cc8528a,,Panda is reclining on the ground while eating,M,2,65,100,
4cc8528a,,Person is giving food to panda,M,3,1,108,
4cc8528a,,Person is feeding the panda,M,3,1,108,
4d8baafe,,Dog is pushing another dog while playing,M,2,1,87,
4d8baafe,,Dog is trying to bite another dog's leg,M,2,29,33,
4d8baafe,,Dog falls to the ground,M,1,86,89,
4e016d5a,,Zebra is going to the left side corner of the boundary,M,1,11,59,
4e016d5a,,Zebra is going towards the left side,M,1,11,59,
4e016d5a,,Zebra is walking from the left side corner of the boundary towards the right side,M,2,61,72,
4e016d5a,,Zebra is going towards the left side,M,2,11,50,
4e016d5a,,Zebra is going to the left side corner of the boundary,M,2,11,50,
4e0597a0,,Bird is inside a cage,O,2,1,240,
4e0597a0,,Bird is inside a cage,O,4,62,240,
4e0597a0,,Bird is turing from the camera side to the opposite of the camera,M,1,22,32,
4e0597a0,,Bird is outside the cage,O,1,1,240,
4ed71139,,Ship is docked at port,O,1,1,65,
4ed71139,,Ship is docked at port,O,2,1,65,
4ed71139,,Ship is anchored at port,O,1,1,65,
4ed71139,,Ship is anchored at port,O,2,1,65,
4f5db794,,Bird is stationary and remains in the same place.,O,2,1,35,
4f5db794,,Bird is moving towards the left side,M,1,1,21,
4f5db794,,Bird is moving towards the right side,M,1,25,35,
4fa342f5,,Tiger is sitting down on the ground,M,1,8,14,
4fa342f5,,Tiger on the ground is going outside of the frame in left side,M,1,1,38,
4fa342f5,,Tiger on the ground maintains a stationary position,O,2,1,45,
4fa342f5,,Tiger is walking to the left side and then walking towards the opposite of the camera,M,3,6,25,
4fa342f5,,Tiger is walking towards the right side,M,3,28,45,
4fa342f5,,Tiger is walking towards the right side,M,5,11,45,
4fa342f5,,Tiger on the ground is resting in a fixed position,M,4,1,45,
4fa342f5,,Tiger is lying on the ground behind a tree,M,6,34,45,
05ed1023,,Tiger is changing its position to drink water,M,1,1,60,
05ed1023,,Tiger is going from right side to the left side of other tigers,M,1,1,60,
05ed1023,,Tiger is going towards the water,M,4,23,70,
05ed1023,,Tiger is drinking water in the same position,M,3,1,73,
05ed1023,,Tiger is staying in the same position while drinking water,M,3,1,73,
05ed1023,,Tiger is drinking water in the same position,M,2,1,73,
05ed1023,,Tiger is staying in the same position while drinking water,M,2,1,73,
5a92a0c1,,Cow is walking on the open field,M,1,1,48,
5a92a0c1,,Cow is walking on the open field,M,3,1,48,
5a92a0c1,,Cow is moving on the open field,M,1,1,48,
5a92a0c1,,Cow is moving on the open field,M,3,1,48,
5a92a0c1,,Cow walking on the open field is going outside of the frame from right side,M,2,1,34,
5a064706,,Bear is pushing back another bear with head,M,1,5,43,
5a064706,,Bear is using its head to push back another bear,M,1,5,43,
5a064706,,"Bear is being pushed back by the another bear, using its head",M,2,5,43,
5a064706,,Bear is chasing another bear,M,1,78,91,
5a064706,,Bear is being chased by another bear,M,2,78,91,
5a064706,,Bear is sitting down on the ground,M,1,99,105,
5a064706,,Bear is walking peacefully towards the left side,M,3,1,113,
5a064706,,Bear is walking peacefully towards the left side,M,4,1,115,
5a064706,,Bear is walking peacefully towards the left side,M,5,1,115,
5bad0bab,,Lizard is consuming the food thrown to it by someone,M,3,10,88,
5bad0bab,,Lizard is consuming the food thrown to it by someone,M,2,64,88,
5bad0bab,,Lizard is eating the food thrown to it by someone,M,3,10,88,
5bad0bab,,Lizard is eating the food thrown to it by someone,M,2,64,88,
5d24e4ea,,Tiger is asserting dominance in the fight with another tiger.,M,1,1,35,
5d24e4ea,,Tiger is being dominated during the fight with another tiger.,M,2,1,35,
5d518b42,,Zebra walking on the field is going outside of the frame in right side,M,4,1,12,
5d518b42,,Zebra walking on the field is going outside of the frame in right side,M,5,1,15,
5d518b42,,Zebra walking on the field is going outside of the frame in right side,M,7,1,9,
5d518b42,,Bird flying in the fly is going outside of the frame in right side,M,8,1,18,
5d518b42,,Zebra is running on the field,M,6,1,25,
5d518b42,,Zebra is running towards the right side,M,3,14,25,
5d518b42,,Zebra is running towards the opposite of the camera,M,6,11,21,
5d518b42,,Zebra is running towards the left side,M,6,1,10,
5d518b42,,Zebra is running towards the opposite of the camera,M,2,1,12,
5d518b42,,Zebra is stationary and remains in the same place.,O,1,1,25,
5d518b42,,Zebra walking on the field is going towards the right side,M,9,1,25,
5ba84e3f,,Puppy is going between the front and back legs of another puppy.,M,3,10,22,
5ba84e3f,,Baby dog is going between the front and back legs of baby dog.,M,3,10,22,
5ba84e3f,,Baby dog is sitting down on the truck tailgate,M,2,21,47,
5ba84e3f,,Puppy is sitting down on the truck tailgate,M,2,21,47,
5ba84e3f,,Puppy is looking outside from truck tailgate,M,3,1,9,
5ba84e3f,,Puppy is looking outside from truck tailgate,M,2,4,40,
5ba84e3f,,Puppy is looking outside from truck tailgate,M,1,1,54,
5ba84e3f,,Baby dog is looking outside from truck tailgate,M,3,1,9,
5ba84e3f,,Baby dog is looking outside from truck tailgate,M,2,4,40,
5ba84e3f,,Baby dog is looking outside from truck tailgate,M,1,1,54,
5d2316f6,,Child is feeding the goats,M,1,1,87,
5d2316f6,,Goat is eating leaves from a child,M,2,1,38,
5d2316f6,,Goat is eating leaves from a child,M,2,65,71,
5d2316f6,,Goat is eating leaves from a child,M,5,20,87,
5d2316f6,,Goat is eating leaves from bush,M,4,41,87,
5d2316f6,,Goat is eating leaves from bush,M,6,1,87,
5d2316f6,,goat is grazing on leaves from a bush,M,4,41,87,
5d2316f6,,goat is grazing on leaves from a bush,M,6,1,87,
5d2316f6,,Goat is coming out from bush,M,3,1,36,
5db21df2,,Bird is climbing on the cage wall,M,7,35,54,
5db21df2,,Bird is climbing on the cage wall,M,9,1,63,
5db21df2,,Bird is climbing on the cage wall,M,1,1,63,
5db21df2,,Bird on the bottom of the cage,M,6,1,63,
5db21df2,,Bird is disturbing another bird,M,3,1,19,
5db21df2,,Bird is being disturbed by another bird,M,2,1,19,
5db21df2,,Bird is falling from the bird perch stand to the bottom of the cage,M,2,19,24,
5db21df2,,Bird is going from the bottom of the cage to the bird perch stand,M,7,34,56,
5df8490d,,Elephant is going from right side of the road towards the left side of the road,M,1,1,65,
5df8490d,,Elephant is crossing the road from right side to the left side,M,1,1,65,
5df8490d,,Elephant is going from right side of the road towards the left side of the road,M,2,1,65,
5df8490d,,Elephant is crossing the road from right side to the left side,M,2,1,65,
5df8490d,,Elephant is going from right side of the road towards the left side of the road,M,3,1,65,
5df8490d,,Elephant is crossing the road from right side to the left side,M,3,1,65,
5df8490d,,Elephant on the field is going outside of the frame in right side,M,4,1,30,
5e9412c0,,Elephant is leading another elephants on the stage,M,4,1,55,
5e9412c0,,Elephant is keeping its front legs on the back of another elephant,M,5,32,38,
5e9412c0,,Elephant is keeping its front legs on the back of another elephant,M,6,37,44,
5e9412c0,,Elephant is keeping its front legs on the back of another elephant,M,7,46,49,
5e9412c0,,Elephant is keeping its front legs on the back of another elephant,M,8,45,52,
5e9412c0,,Person is giving instruction to the elephants,M,1,1,55,
5e9412c0,,Person is giving instruction to the elephants,M,2,1,55,
5e9412c0,,Person entering into frame from left side is giving instruction to the elephants,M,3,20,55,
5e9412c0,,Person entering into frame from left side is giving instruction to the elephants,M,9,39,55,Two different persons have same id 09
5e9412c0,,Person on the stage is going outside of the frame from right side,M,9,17,21,
5f3e8022,,Duck is walking towards the right side,M,2,1,41,
5f3e8022,,Duck is walking towards the right side,M,3,1,41,
5f3e8022,,Duck is walking towards the right side,M,4,1,41,
5f3e8022,,Duck is turing its right side to left side,M,1,1,28,
5f14e5d2,,Cow is walking on the left side of the road,M,1,1,42,
5f14e5d2,,Cow is walking on the left side of the road,M,2,1,42,
5f14e5d2,,Cow is walking on the left side of the road,M,3,1,42,
5fbff256,,Giraffe walking to the left side,M,3,21,82,
5fbff256,,Giraffe is going towards the left side,M,2,46,91,
5fbff256,,Giraffe is making U turn,M,2,1,33,
5fbff256,,Giraffe is sniffing on the wood,M,2,78,86,
06ea172e,,Bird flying in the fly is going outside of the frame in right side,M,2,1,3,
06ea172e,,Bird flying in the fly is going outside of the frame in right side,M,3,1,4,
06ea172e,,Bird flying in the fly is going outside of the frame in right side,M,4,1,26,
06ea172e,,Bird flying in the fly is going outside of the frame in right side,M,5,1,21,
06ea172e,,Bird flying in the fly is going outside of the frame in left side,M,1,1,25,
06ea172e,,Bird flying in the fly is going outside of the frame in upper side,M,7,1,28,
06ea172e,,Bird flying in the fly is going towards the left side,M,6,1,40,
06ea172e,,Bird flying in the fly is going towards the left side,M,8,1,40,
06ea172e,,Bird flying in the fly is going towards the left side,M,9,1,40,
06ea172e,,Bird flying in the fly is going towards the left side,M,10,1,40,
06ea172e,,Bird flying in the fly is going towards the left side,M,11,1,40,
06ea172e,,Bird flying in the fly is going towards the left side,M,12,1,40,
6a3bc149,,Turtle is swimming towards the camera,M,1,1,25,
6a3bc149,,Turtle is coming towards the camera,M,1,1,25,
6a3bc149,,Turtle is swimming towards the right side,M,2,1,25,
6a3bc149,,Turtle is going towards the right side,M,2,1,25,
6a3bc149,,Turtle is swimming towards the right side,M,3,1,25,
6a3bc149,,Turtle is going towards the right side,M,3,1,25,
6a3bc149,,Turtle is swimming towards the right side,M,4,1,25,
6a3bc149,,Turtle is going towards the right side,M,4,1,25,
6a3bc149,,Turtle is swimming towards the right side,M,5,1,25,
6a3bc149,,Turtle is going towards the right side,M,5,1,25,
6a3bc149,,Turtle is seated on the back of another turtle,M,4,1,25,
6a6e0e3b,,Cat is eating food under the furniture,M,4,9,41,
6a6e0e3b,,Cat is searching for something under the furniture,M,3,1,41,
6a6e0e3b,,Cat is searching for something under the furniture,M,5,1,41,
6a6e0e3b,,Cat is going under the seating bench,M,5,1,18,
6a6e0e3b,,Cat is walking towards left side,M,1,13,24,
6acd353f,,Person on bike is going outside of the frame in left side,M,1,1,10,
6acd353f,,Bike is going outside of the frame in left side,M,2,1,11,
6acd353f,,Person on bike is going towards the opposite of the camera,M,3,1,35,
6acd353f,,Bike is going towards the opposite of the camera,M,4,1,35,
6acd353f,,Person on bike entering into frame from left side is going towards the opposite of the camera,M,1,22,35,
6acd353f,,Bike entering into frame from left side is going towards the opposite of the camera,M,2,23,35,
6ad44b86,,Bunny is keeping its front legs on top of the cage,M,7,47,84,
6ad44b86,,Bunny is turing its body from left side to right side,M,7,125,134,
6da17988,,Elephant walking on the field is going outside of the frame from right side,M,7,1,9,
6da17988,,Elephant walking on the field is going towards the right side,M,3,1,60,
6da17988,,Elephant walking on the field is going towards the right side,M,4,1,60,
6da17988,,Elephant walking on the field is going towards the right side,M,8,1,60,
6da17988,,Elephant walking on the field is going towards the opposite of the camera,M,1,1,60,
6da17988,,Elephant walking on the field is going towards the opposite of the camera,M,2,1,60,
6da17988,,Elephant walking on the field is going towards the opposite of the camera,M,5,1,60,
6da17988,,Elephant walking on the field is going towards the opposite of the camera,M,6,1,60,
6da17988,,Elephant walking on the field is going towards the opposite of the camera,M,9,1,60,
6e4ee861,,Person entering into frame from left side is going outside of the frame in left side,M,5,10,19,
6e4ee861,,Person dragging a toy airplane with his right hand is walking towards the right side,M,2,1,27,
6e4ee861,,Person dragging a toy airplane with his right hand is going towards the right side,M,2,1,27,
6e4ee861,,Person dragging a toy airplane with his right hand is walking towards the right side,M,4,1,27,
6e4ee861,,Person dragging a toy airplane with his right hand is going towards the right side,M,4,1,27,
6e4ee861,,Toy airplane is being dragged towards the right side by a person,M,1,1,27,
6e4ee861,,Toy airplane is being dragged towards the right side by a person,M,3,1,27,
6e7f9437,,Monkey is asserting dominance in the fight with another Monkey,M,1,1,30,
6e7f9437,,Monkey is fighting with another monkey,M,1,1,30,
6e7f9437,,Monkey is fighting with another monkey,M,2,1,30,
6e7f9437,,Monkey is being dominated during the fight with another Monkey.,M,2,1,30,
6f1df574,,Goat is attacking another goat,M,2,1,37,
6f1df574,,Goat is attacking another goat,M,3,1,37,
6f1df574,,Goat refrains from attacking the other goats.,M,1,1,37,
6f5144b6,,Elephant walking on the field is going outside of the frame in right side,M,4,1,12,
6f5144b6,,Elephant walking on the field is going outside of the frame in right side,M,7,1,22,
6f5144b6,,Elephant walking on the field is going outside of the frame in right side,M,3,1,30,
6f5144b6,,Elephant walking on the field is going outside of the frame in right side,M,6,1,28,
6f5144b6,,Baby elephant entering into frame from left side is going outside of the frame in right side,M,10,5,48,
6f5144b6,,Elephant entering into frame from left side is walking on the field,M,11,13,55,
6f5144b6,,Elephant entering into frame from left side is walking on the field,M,12,34,55,
6f5144b6,,Elephant entering into frame from left side is walking on the field,M,13,34,55,
6f5144b6,,Elephant walking on the field is going towards the left side,M,1,1,55,
