Video,Query ID,Language Query,Type,IDs,Start,End,Revision
MOT20-02,144,Person coming from the left side is moving towards the camera,M,243,88,728,
MOT20-02,144,Person coming from the left side is moving towards the camera,M,255,185,989,
MOT20-02,144,Person coming from the left side is moving towards the camera,M,253,188,1012,
MOT20-02,144,Person coming from the left side is moving towards the camera,M,254,196,1021,
MOT20-02,144,Person coming from the left side is moving towards the camera,M,248,225,877,
MOT20-02,144,Person coming from the left side is moving towards the camera,M,252,458,956,
MOT20-02,144,Person coming from the left side is moving towards the camera,M,257,235,1037,
MOT20-02,144,Person coming from the left side is moving towards the camera,M,256,235,1050,
MOT20-02,144,Person coming from the left side is moving towards the camera,M,261,478,1106,
MOT20-02,144,Person coming from the left side is moving towards the camera,M,260,578,1156,
MOT20-02,144,Person coming from the left side is moving towards the camera,M,269,541,1185,
MOT20-02,144,Person coming from the left side is moving towards the camera,M,263,345,1197,
MOT20-02,144,Person coming from the left side is moving towards the camera,M,262,362,1218,
MOT20-02,144,Person coming from the left side is moving towards the camera,M,284,902,1366,
MOT20-02,144,Person coming from the left side is moving towards the camera,M,290,865,1330,
MOT20-02,145,Person coming from the right side is going towards the camera,M,3,809,1581,
MOT20-02,145,Person coming from the right side is going towards the camera,M,8,1306,1671,
MOT20-02,146,Person coming from the right side is walking towards the camera,M,3,809,1581,
MOT20-02,146,Person coming from the right side is walking towards the camera,M,8,1306,1671,
MOT20-02,147,Person coming from the right side is heading towards the camera,M,3,809,1581,
MOT20-02,147,Person coming from the right side is heading towards the camera,M,8,1306,1671,
MOT20-02,148,Person coming from the right side is moving towards the camera,M,3,809,1581,
MOT20-02,148,Person coming from the right side is moving towards the camera,M,8,1306,1671,
MOT20-01,149,Person walking in the open space is going inside the food court,M,77,90,429,
MOT20-01,149,Person walking in the open space is going inside the food court,M,78,90,429,
MOT20-01,150,Person in the open space stops walking briefly,M,7,203,388,
MOT20-01,150,Person in the open space stops walking briefly,M,8,203,388,
MOT20-01,150,Person in the open space stops walking briefly,M,12,93,388,
MOT20-01,150,Person in the open space stops walking briefly,M,45,291,390,
MOT20-01,150,Person in the open space stops walking briefly,M,46,291,390,
MOT20-02,150,Person in the open space stops walking briefly,M,7,949,1095,
MOT20-02,150,Person in the open space stops walking briefly,M,15,848,919,
MOT20-02,150,Person in the open space stops walking briefly,M,15,1097,1431,
MOT20-02,150,Person in the open space stops walking briefly,M,24,1402,1550,
MOT20-02,150,Person in the open space stops walking briefly,M,55,1122,1730,
MOT20-02,150,Person in the open space stops walking briefly,M,55,848,919,
MOT20-02,150,Person in the open space stops walking briefly,M,58,1487,1682,
MOT20-02,150,Person in the open space stops walking briefly,M,59,1487,1682,
MOT20-02,150,Person in the open space stops walking briefly,M,66,1525,1840,
MOT20-02,150,Person in the open space stops walking briefly,M,70,1525,1840,
MOT20-02,150,Person in the open space stops walking briefly,M,150,2448,2782,
MOT20-02,150,Person in the open space stops walking briefly,M,177,513,717,
MOT20-02,150,Person in the open space stops walking briefly,M,177,998,2191,
MOT20-02,151,Person coming from the left side is standing briefly in the open area,M,7,949,1095,
MOT20-02,151,Person coming from the left side is standing briefly in the open area,M,15,848,919,
MOT20-02,151,Person coming from the left side is standing briefly in the open area,M,24,1402,1550,
MOT20-02,151,Person coming from the left side is standing briefly in the open area,M,55,848,919,
MOT20-02,151,Person coming from the left side is standing briefly in the open area,M,150,2448,2782,
MOT20-02,152,Person coming from the left side stops walking briefly in the open area,M,7,949,1095,
MOT20-02,152,Person coming from the left side stops walking briefly in the open area,M,15,848,919,
MOT20-02,152,Person coming from the left side stops walking briefly in the open area,M,24,1402,1550,
MOT20-02,152,Person coming from the left side stops walking briefly in the open area,M,55,848,919,
MOT20-02,152,Person coming from the left side stops walking briefly in the open area,M,150,2448,2782,
MOT20-02,153,Person in the open space is looking back,M,24,1402,1550,
MOT20-02,153,Person in the open space is looking back,M,3,1465,1487,
MOT20-02,153,Person in the open space is looking back,M,32,1531,1784,
MOT20-02,153,Person in the open space is looking back,M,33,1534,1640,
MOT20-02,153,Person in the open space is looking back,M,31,1767,1780,
MOT20-02,153,Person in the open space is looking back,M,45,1895,1918,
MOT20-02,153,Person in the open space is looking back,M,51,1865,1887,
MOT20-02,154,Person coming from the left side is using both hands to show directions to others,M,24,1590,1995,
MOT20-02,155,Person walking in the open area is using both hands to show directions to others,M,24,1590,1995,
MOT20-02,156,Person walking in the open space is using both hands to show directions to others,M,24,1590,1995,
MOT20-02,157,Person is using both hands to show directions to others while going towards the camera,M,24,1590,1995,
MOT20-02,158,Person is using both hands to show directions to others while coming towards the camera,M,24,1590,1995,
MOT20-02,159,Person is using both hands to show directions to others while heading towards the camera,M,24,1590,1995,
MOT20-02,160,Person is moving the head right side and left side while talking with others,M,24,1552,1995,
MOT20-02,161,Person is looking towards the camera while going to the right side,M,25,1538,1652,
MOT20-02,161,Person is looking towards the camera while going to the right side,M,31,1673,1728,
MOT20-02,161,Person is looking towards the camera while going to the right side,M,34,1786,1805,
MOT20-02,161,Person is looking towards the camera while going to the right side,M,35,1889,1928,
MOT20-02,161,Person is looking towards the camera while going to the right side,M,39,1892,1947,
MOT20-02,162,Person is looking towards the camera while walking to the right side,M,25,1538,1652,
MOT20-02,162,Person is looking towards the camera while walking to the right side,M,31,1673,1728,
MOT20-02,162,Person is looking towards the camera while walking to the right side,M,34,1786,1805,
MOT20-02,162,Person is looking towards the camera while walking to the right side,M,35,1889,1928,
MOT20-02,162,Person is looking towards the camera while walking to the right side,M,39,1892,1947,
MOT20-02,163,Person is looking towards the camera while moving to the right side,M,25,1538,1652,
MOT20-02,163,Person is looking towards the camera while moving to the right side,M,31,1673,1728,
MOT20-02,163,Person is looking towards the camera while moving to the right side,M,34,1786,1805,
MOT20-02,163,Person is looking towards the camera while moving to the right side,M,35,1889,1928,
MOT20-02,163,Person is looking towards the camera while moving to the right side,M,39,1892,1947,
MOT20-02,164,Person coming from the left side is looking towards the camera,M,25,1538,1652,
MOT20-02,164,Person coming from the left side is looking towards the camera,M,31,1673,1728,
MOT20-02,164,Person coming from the left side is looking towards the camera,M,34,1786,1805,
MOT20-02,164,Person coming from the left side is looking towards the camera,M,35,1889,1928,
MOT20-02,164,Person coming from the left side is looking towards the camera,M,39,1892,1947,
MOT20-02,165,Person is looking towards the camera while walking in the open are,M,25,1538,1652,
MOT20-02,165,Person is looking towards the camera while walking in the open are,M,31,1673,1728,
MOT20-02,165,Person is looking towards the camera while walking in the open are,M,34,1786,1805,
MOT20-02,165,Person is looking towards the camera while walking in the open are,M,35,1889,1928,
MOT20-02,165,Person is looking towards the camera while walking in the open are,M,39,1892,1947,
MOT20-02,166,Person is looking towards the camera while walking,M,25,1538,1652,
MOT20-02,166,Person is looking towards the camera while walking,M,31,1673,1728,
MOT20-02,166,Person is looking towards the camera while walking,M,34,1786,1805,
MOT20-02,166,Person is looking towards the camera while walking,M,35,1889,1928,
MOT20-02,166,Person is looking towards the camera while walking,M,39,1892,1947,
MOT20-02,167,Person coming from the left side is using right hand to show directions to others,M,28,1554,1604,
MOT20-02,167,Person coming from the left side is using right hand to show directions to others,M,33,1517,1642,
MOT20-02,167,Person coming from the left side is using right hand to show directions to others,M,61,1747,1773,
MOT20-02,168,Person walking in the open area is using right hand to show directions to others,M,28,1554,1604,
MOT20-02,168,Person walking in the open area is using right hand to show directions to others,M,33,1517,1642,
MOT20-02,168,Person walking in the open area is using right hand to show directions to others,M,61,1747,1773,
MOT20-02,169,Person walking in the open space is using right hand to show directions to others,M,28,1554,1604,
MOT20-02,169,Person walking in the open space is using right hand to show directions to others,M,33,1517,1642,
MOT20-02,169,Person walking in the open space is using right hand to show directions to others,M,61,1747,1773,
MOT20-02,170,Person is using right hand to show directions to others while going towards the camera,M,28,1554,1604,
MOT20-02,170,Person is using right hand to show directions to others while going towards the camera,M,33,1517,1642,
MOT20-02,170,Person is using right hand to show directions to others while going towards the camera,M,61,1747,1773,
MOT20-02,171,Person is using right hand to show directions to others while coming towards the camera,M,28,1554,1604,
MOT20-02,171,Person is using right hand to show directions to others while coming towards the camera,M,33,1517,1642,
MOT20-02,171,Person is using right hand to show directions to others while coming towards the camera,M,61,1747,1773,
MOT20-02,172,Person is using right hand to show directions to others while heading towards the camera,M,28,1554,1604,
MOT20-02,172,Person is using right hand to show directions to others while heading towards the camera,M,33,1517,1642,
MOT20-02,172,Person is using right hand to show directions to others while heading towards the camera,M,61,1747,1773,
MOT20-02,173,Person is keeping the left hand inside the jacket while walking,M,30,1314,2030,
MOT20-02,174,Person is keeping the left hand inside the jacket while walking in the open area,M,30,1314,2030,
MOT20-02,175,Person is keeping the left hand inside the jacket while walking in the open space,M,30,1314,2030,
MOT20-02,176,Person coming from the left side is keeping the left hand inside the jacket,M,30,1314,2030,
MOT20-02,177,Person is keeping the left hand inside the jacket while walking towards the camera,M,30,1314,2030,
MOT20-02,178,Person is keeping the left hand inside the jacket while going towards the camera,M,30,1314,2030,
MOT20-02,179,Person is keeping the left hand inside the jacket while moving towards the camera,M,30,1314,2030,
MOT20-02,180,Person is looking for something in his jacket's pocket while walking,M,7,560,779,
MOT20-02,181,Person coming from the left side is using left hand to show directions to others,M,36,1329,1369,
MOT20-02,181,Person coming from the left side is using left hand to show directions to others,M,36,1506,1581,
MOT20-02,181,Person coming from the left side is using left hand to show directions to others,M,36,1912,1947,
MOT20-02,181,Person coming from the left side is using left hand to show directions to others,M,36,1964,1999,
MOT20-02,182,Person walking in the open area is using left hand to show directions to others,M,36,1329,1369,
MOT20-02,182,Person walking in the open area is using left hand to show directions to others,M,36,1506,1581,
MOT20-02,182,Person walking in the open area is using left hand to show directions to others,M,36,1912,1947,
MOT20-02,182,Person walking in the open area is using left hand to show directions to others,M,36,1964,1999,
MOT20-02,183,Person walking in the open space is using left hand to show directions to others,M,36,1329,1369,
MOT20-02,183,Person walking in the open space is using left hand to show directions to others,M,36,1506,1581,
MOT20-02,183,Person walking in the open space is using left hand to show directions to others,M,36,1912,1947,
MOT20-02,183,Person walking in the open space is using left hand to show directions to others,M,36,1964,1999,
MOT20-02,184,Person is using left hand to show directions to others while going towards the camera,M,36,1329,1369,
MOT20-02,184,Person is using left hand to show directions to others while going towards the camera,M,36,1506,1581,
MOT20-02,184,Person is using left hand to show directions to others while going towards the camera,M,36,1912,1947,
MOT20-02,184,Person is using left hand to show directions to others while going towards the camera,M,36,1964,1999,
MOT20-02,185,Person is using left hand to show directions to others while coming towards the camera,M,36,1329,1369,
MOT20-02,185,Person is using left hand to show directions to others while coming towards the camera,M,36,1506,1581,
MOT20-02,185,Person is using left hand to show directions to others while coming towards the camera,M,36,1912,1947,
MOT20-02,185,Person is using left hand to show directions to others while coming towards the camera,M,36,1964,1999,
MOT20-02,186,Person is using left hand to show directions to others while heading towards the camera,M,36,1329,1369,
MOT20-02,186,Person is using left hand to show directions to others while heading towards the camera,M,36,1506,1581,
MOT20-02,186,Person is using left hand to show directions to others while heading towards the camera,M,36,1912,1947,
MOT20-02,186,Person is using left hand to show directions to others while heading towards the camera,M,36,1964,1999,
MOT20-02,187,Person is looking back while walking,M,31,1767,1780,
MOT20-02,187,Person is looking back while walking,M,3,1465,1487,
MOT20-02,187,Person is looking back while walking,M,32,1531,1784,
MOT20-02,187,Person is looking back while walking,M,24,1402,1550,
MOT20-02,187,Person is looking back while walking,M,33,1534,1640,
MOT20-02,187,Person is looking back while walking,M,45,1895,1918,
MOT20-02,187,Person is looking back while walking,M,51,1865,1887,
MOT20-02,188,Person is looking back while walking to the right side,M,31,1767,1780,
MOT20-02,188,Person is looking back while walking to the right side,M,45,1895,1918,
MOT20-02,188,Person is looking back while walking to the right side,M,51,1865,1887,
MOT20-02,189,Person is looking back while going to the right side,M,31,1767,1780,
MOT20-02,189,Person is looking back while going to the right side,M,45,1895,1918,
MOT20-02,189,Person is looking back while going to the right side,M,51,1865,1887,
MOT20-02,190,Person is looking back while moving towards the right side,M,31,1767,1780,
MOT20-02,190,Person is looking back while moving towards the right side,M,45,1895,1918,
MOT20-02,190,Person is looking back while moving towards the right side,M,51,1865,1887,
MOT20-02,191,A lady is adjusting her handbag while walking towards right side,M,37,1341,1460,
MOT20-02,192,A lady is adjusting her handbag while going to right side,M,37,1341,1460,
MOT20-02,193,Person is looking right side while going towards the camera,M,6,1387,1416,
MOT20-02,193,Person is looking right side while going towards the camera,M,21,1362,1619,
MOT20-02,193,Person is looking right side while going towards the camera,M,22,1314,1364,
MOT20-02,193,Person is looking right side while going towards the camera,M,22,1504,1604,
MOT20-02,193,Person is looking right side while going towards the camera,M,22,1699,1774,
MOT20-02,193,Person is looking right side while going towards the camera,M,23,1586,1628,
MOT20-02,193,Person is looking right side while going towards the camera,M,23,1757,1801,
MOT20-02,193,Person is looking right side while going towards the camera,M,41,1788,1834,
MOT20-02,193,Person is looking right side while going towards the camera,M,60,1811,1838,
MOT20-02,193,Person is looking right side while going towards the camera,M,60,1878,1918,
MOT20-02,193,Person is looking right side while going towards the camera,M,62,2008,2051,
MOT20-02,193,Person is looking right side while going towards the camera,M,71,1861,1985,
MOT20-02,194,Person is looking right side while walking towards the camera,M,6,1387,1416,
MOT20-02,194,Person is looking right side while walking towards the camera,M,21,1362,1619,
MOT20-02,194,Person is looking right side while walking towards the camera,M,22,1314,1364,
MOT20-02,194,Person is looking right side while walking towards the camera,M,22,1504,1604,
MOT20-02,194,Person is looking right side while walking towards the camera,M,22,1699,1774,
MOT20-02,194,Person is looking right side while walking towards the camera,M,23,1586,1628,
MOT20-02,194,Person is looking right side while walking towards the camera,M,23,1757,1801,
MOT20-02,194,Person is looking right side while walking towards the camera,M,41,1788,1834,
MOT20-02,194,Person is looking right side while walking towards the camera,M,60,1811,1838,
MOT20-02,194,Person is looking right side while walking towards the camera,M,60,1878,1918,
MOT20-02,194,Person is looking right side while walking towards the camera,M,62,2008,2051,
MOT20-02,194,Person is looking right side while walking towards the camera,M,71,1861,1985,
MOT20-02,195,Person is looking right side while moving towards the camera,M,6,1387,1416,
MOT20-02,195,Person is looking right side while moving towards the camera,M,21,1362,1619,
MOT20-02,195,Person is looking right side while moving towards the camera,M,22,1314,1364,
MOT20-02,195,Person is looking right side while moving towards the camera,M,22,1504,1604,
MOT20-02,195,Person is looking right side while moving towards the camera,M,22,1699,1774,
MOT20-02,195,Person is looking right side while moving towards the camera,M,23,1586,1628,
MOT20-02,195,Person is looking right side while moving towards the camera,M,23,1757,1801,
MOT20-02,195,Person is looking right side while moving towards the camera,M,41,1788,1834,
MOT20-02,195,Person is looking right side while moving towards the camera,M,60,1811,1838,
MOT20-02,195,Person is looking right side while moving towards the camera,M,60,1878,1918,
MOT20-02,195,Person is looking right side while moving towards the camera,M,62,2008,2051,
MOT20-02,195,Person is looking right side while moving towards the camera,M,71,1861,1985,
MOT20-02,196,Person is holding a child's hand while walking,M,39,1840,1905,
MOT20-02,197,Person is holding a child's hand while walking in open area,M,39,1840,1905,
MOT20-02,198,Person is holding a child's hand while walking towards right,M,39,1840,1905,
MOT20-02,199,Person is holding a child's hand while moving towards right,M,39,1840,1905,
MOT20-02,200,Person is holding a child's hand while going to right side,M,39,1840,1905,
MOT20-02,201,Person coming from left side is holding a child's hand,M,39,1840,1905,
MOT20-02,202,Person is looking left side while going towards the camera,M,22,113,1251,
MOT20-02,202,Person is looking left side while going towards the camera,M,23,1325,1373,
MOT20-02,202,Person is looking left side while going towards the camera,M,26,1454,1596,
MOT20-02,202,Person is looking left side while going towards the camera,M,26,1696,1834,
MOT20-02,202,Person is looking left side while going towards the camera,M,27,1416,1460,
MOT20-02,202,Person is looking left side while going towards the camera,M,27,1485,1544,
MOT20-02,202,Person is looking left side while going towards the camera,M,32,1389,1423,
MOT20-02,202,Person is looking left side while going towards the camera,M,32,1912,2012,
MOT20-02,202,Person is looking left side while going towards the camera,M,32,2047,2087,
MOT20-02,202,Person is looking left side while going towards the camera,M,60,1724,1755,
MOT20-02,202,Person is looking left side while going towards the camera,M,60,1861,1872,
MOT20-02,202,Person is looking left side while going towards the camera,M,60,2043,2064,
MOT20-02,202,Person is looking left side while going towards the camera,M,71,2171,2237,
MOT20-02,202,Person is looking left side while going towards the camera,M,71,2106,2131,
MOT20-02,203,Person is looking left side while walking towards the camera,M,22,113,1251,
MOT20-02,203,Person is looking left side while walking towards the camera,M,23,1325,1373,
MOT20-02,203,Person is looking left side while walking towards the camera,M,26,1454,1596,
MOT20-02,203,Person is looking left side while walking towards the camera,M,26,1696,1834,
MOT20-02,203,Person is looking left side while walking towards the camera,M,27,1416,1460,
MOT20-02,203,Person is looking left side while walking towards the camera,M,27,1485,1544,
MOT20-02,203,Person is looking left side while walking towards the camera,M,32,1389,1423,
MOT20-02,203,Person is looking left side while walking towards the camera,M,32,1912,2012,
MOT20-02,203,Person is looking left side while walking towards the camera,M,32,2047,2087,
MOT20-02,203,Person is looking left side while walking towards the camera,M,60,1724,1755,
MOT20-02,203,Person is looking left side while walking towards the camera,M,60,1861,1872,
MOT20-02,203,Person is looking left side while walking towards the camera,M,60,2043,2064,
MOT20-02,203,Person is looking left side while walking towards the camera,M,71,2171,2237,
MOT20-02,203,Person is looking left side while walking towards the camera,M,71,2106,2131,
MOT20-02,204,Person is looking left side while heading towards the camera,M,22,113,1251,
MOT20-02,204,Person is looking left side while heading towards the camera,M,23,1325,1373,
MOT20-02,204,Person is looking left side while heading towards the camera,M,26,1454,1596,
MOT20-02,204,Person is looking left side while heading towards the camera,M,26,1696,1834,
MOT20-02,204,Person is looking left side while heading towards the camera,M,27,1416,1460,
MOT20-02,204,Person is looking left side while heading towards the camera,M,27,1485,1544,
MOT20-02,204,Person is looking left side while heading towards the camera,M,32,1389,1423,
MOT20-02,204,Person is looking left side while heading towards the camera,M,32,1912,2012,
MOT20-02,204,Person is looking left side while heading towards the camera,M,32,2047,2087,
MOT20-02,204,Person is looking left side while heading towards the camera,M,60,1724,1755,
MOT20-02,204,Person is looking left side while heading towards the camera,M,60,1861,1872,
MOT20-02,204,Person is looking left side while heading towards the camera,M,60,2043,2064,
MOT20-02,204,Person is looking left side while heading towards the camera,M,71,2171,2237,
MOT20-02,204,Person is looking left side while heading towards the camera,M,71,2106,2131,
MOT20-02,205,Person is looking left side while moving towards the camera,M,22,113,1251,
MOT20-02,205,Person is looking left side while moving towards the camera,M,23,1325,1373,
MOT20-02,205,Person is looking left side while moving towards the camera,M,26,1454,1596,
MOT20-02,205,Person is looking left side while moving towards the camera,M,26,1696,1834,
MOT20-02,205,Person is looking left side while moving towards the camera,M,27,1416,1460,
MOT20-02,205,Person is looking left side while moving towards the camera,M,27,1485,1544,
MOT20-02,205,Person is looking left side while moving towards the camera,M,32,1389,1423,
MOT20-02,205,Person is looking left side while moving towards the camera,M,32,1912,2012,
MOT20-02,205,Person is looking left side while moving towards the camera,M,32,2047,2087,
MOT20-02,205,Person is looking left side while moving towards the camera,M,60,1724,1755,
MOT20-02,205,Person is looking left side while moving towards the camera,M,60,1861,1872,
MOT20-02,205,Person is looking left side while moving towards the camera,M,60,2043,2064,
MOT20-02,205,Person is looking left side while moving towards the camera,M,71,2171,2237,
MOT20-02,205,Person is looking left side while moving towards the camera,M,71,2106,2131,
MOT20-02,206,A person is adjusting the hair while walking towards the camera,M,4,865,992,
MOT20-02,206,A person is adjusting the hair while walking towards the camera,M,4,1082,1101,
MOT20-02,206,A person is adjusting the hair while walking towards the camera,M,64,1677,1692,
MOT20-02,207,A person is adjusting the hair while going towards the camera,M,4,865,992,
MOT20-02,207,A person is adjusting the hair while going towards the camera,M,4,1082,1101,
MOT20-02,207,A person is adjusting the hair while going towards the camera,M,64,1677,1692,
MOT20-02,208,A person is adjusting the hair while moving towards the camera,M,4,865,992,
MOT20-02,208,A person is adjusting the hair while moving towards the camera,M,4,1082,1101,
MOT20-02,208,A person is adjusting the hair while moving towards the camera,M,64,1677,1692,
MOT20-02,209,A person is adjusting the hair while walking to right side,M,42,1418,1494,
MOT20-02,209,A person is adjusting the hair while walking to right side,M,48,1517,1626,
MOT20-02,210,A person is adjusting the hair while going to right side,M,42,1418,1494,
MOT20-02,210,A person is adjusting the hair while going to right side,M,48,1517,1626,
MOT20-02,211,A person is adjusting the hair while coming to right side,M,42,1418,1494,
MOT20-02,211,A person is adjusting the hair while coming to right side,M,48,1517,1626,
MOT20-02,212,Person coming from left side is adjusting the hair,M,63,388,415,
MOT20-02,212,Person coming from left side is adjusting the hair,M,64,289,302,
MOT20-02,212,Person coming from left side is adjusting the hair,M,4,865,992,
MOT20-02,212,Person coming from left side is adjusting the hair,M,4,1082,1101,
MOT20-02,212,Person coming from left side is adjusting the hair,M,42,1418,1494,
MOT20-02,212,Person coming from left side is adjusting the hair,M,48,1517,1626,
MOT20-02,212,Person coming from left side is adjusting the hair,M,64,1677,1692,
MOT20-02,213,A child is holding a person's hand while walking,M,44,1840,1905,
MOT20-02,214,A child is holding a person's hand while walking in open area,M,44,1840,1905,
MOT20-02,215,A child is holding a person's hand while walking towards right,M,44,1840,1905,
MOT20-02,216,A child is holding a person's hand while moving towards right,M,44,1840,1905,
MOT20-02,217,A child is holding a person's hand while going to right side,M,44,1840,1905,
MOT20-02,218,A child coming from left side is holding a person's hand,M,44,1840,1905,
MOT20-02,219,Person coming from left side is going to right side,M,20,1,429,
MOT20-02,219,Person coming from left side is going to right side,M,21,1,429,
MOT20-02,219,Person coming from left side is going to right side,M,22,1,429,
MOT20-02,219,Person coming from left side is going to right side,M,23,1,429,
MOT20-02,219,Person coming from left side is going to right side,M,15,418,1454,
MOT20-02,219,Person coming from left side is going to right side,M,12,959,1473,
MOT20-02,219,Person coming from left side is going to right side,M,13,969,1479,
MOT20-02,219,Person coming from left side is going to right side,M,14,978,1494,
MOT20-02,219,Person coming from left side is going to right side,M,11,731,1544,
MOT20-02,219,Person coming from left side is going to right side,M,34,1281,1816,
MOT20-02,219,Person coming from left side is going to right side,M,31,1268,1820,
MOT20-02,219,Person coming from left side is going to right side,M,38,1325,1834,
MOT20-02,219,Person coming from left side is going to right side,M,37,1331,1836,
MOT20-02,219,Person coming from left side is going to right side,M,43,1404,1880,
MOT20-02,219,Person coming from left side is going to right side,M,35,1331,1928,
MOT20-02,219,Person coming from left side is going to right side,M,45,1427,1945,
MOT20-02,219,Person coming from left side is going to right side,M,42,1410,1953,
MOT20-02,219,Person coming from left side is going to right side,M,44,1416,1995,
MOT20-02,219,Person coming from left side is going to right side,M,39,1392,2008,
MOT20-02,219,Person coming from left side is going to right side,M,55,427,1765,
MOT20-02,219,Person coming from left side is going to right side,M,46,1442,1885,
MOT20-02,219,Person coming from left side is going to right side,M,56,1358,1941,
MOT20-02,219,Person coming from left side is going to right side,M,48,1416,1939,
MOT20-02,219,Person coming from left side is going to right side,M,52,1732,1966,
MOT20-02,219,Person coming from left side is going to right side,M,51,1761,2074,
MOT20-02,219,Person coming from left side is going to right side,M,50,1644,2072,
MOT20-02,219,Person coming from left side is going to right side,M,53,1682,2083,
MOT20-02,219,Person coming from left side is going to right side,M,49,1625,2097,
MOT20-02,219,Person coming from left side is going to right side,M,74,1688,2129,
MOT20-02,219,Person coming from left side is going to right side,M,75,1621,2166,
MOT20-02,219,Person coming from left side is going to right side,M,76,1556,2166,
MOT20-02,219,Person coming from left side is going to right side,M,79,1606,2198,
MOT20-02,219,Person coming from left side is going to right side,M,77,1648,2195,
MOT20-02,219,Person coming from left side is going to right side,M,78,1665,2196,
MOT20-02,219,Person coming from left side is going to right side,M,80,1732,2221,
MOT20-02,219,Person coming from left side is going to right side,M,81,1732,2237,
MOT20-02,219,Person coming from left side is going to right side,M,87,1051,2265,
MOT20-02,219,Person coming from left side is going to right side,M,94,1707,2223,
MOT20-02,219,Person coming from left side is going to right side,M,96,1736,2242,
MOT20-02,219,Person coming from left side is going to right side,M,97,1807,2306,
MOT20-02,219,Person coming from left side is going to right side,M,104,1815,2409,
MOT20-02,219,Person coming from left side is going to right side,M,102,1997,2467,
MOT20-02,219,Person coming from left side is going to right side,M,101,1905,2593,
MOT20-02,219,Person coming from left side is going to right side,M,107,1487,2240,
MOT20-02,219,Person coming from left side is going to right side,M,112,1780,2338,
MOT20-02,219,Person coming from left side is going to right side,M,113,1761,2366,
MOT20-02,219,Person coming from left side is going to right side,M,115,1790,2390,
MOT20-02,219,Person coming from left side is going to right side,M,108,1928,2421,
MOT20-02,219,Person coming from left side is going to right side,M,114,1920,2430,
MOT20-02,219,Person coming from left side is going to right side,M,109,1922,2499,
MOT20-02,219,Person coming from left side is going to right side,M,116,1891,2516,
MOT20-02,219,Person coming from left side is going to right side,M,110,1887,2599,
MOT20-02,219,Person coming from left side is going to right side,M,117,2030,2686,
MOT20-02,219,Person coming from left side is going to right side,M,128,2175,2766,
MOT20-02,219,Person coming from left side is going to right side,M,127,2095,2720,
MOT20-02,219,Person coming from left side is going to right side,M,123,2085,2716,
MOT20-02,219,Person coming from left side is going to right side,M,124,2030,2711,
MOT20-02,219,Person coming from left side is going to right side,M,131,1987,2664,
MOT20-02,219,Person coming from left side is going to right side,M,129,2171,2605,
MOT20-02,219,Person coming from left side is going to right side,M,141,2179,2747,
MOT20-02,219,Person coming from left side is going to right side,M,158,1916,2487,
MOT20-02,219,Person coming from left side is going to right side,M,161,2043,2614,
MOT20-02,219,Person coming from left side is going to right side,M,159,2035,2681,
MOT20-02,219,Person coming from left side is going to right side,M,160,2082,2699,
MOT20-02,219,Person coming from left side is going to right side,M,179,1592,2188,
MOT20-02,219,Person coming from left side is going to right side,M,180,1596,2201,
MOT20-02,219,Person coming from left side is going to right side,M,174,1856,2325,
MOT20-02,219,Person coming from left side is going to right side,M,173,1760,2359,
MOT20-02,219,Person coming from left side is going to right side,M,172,1989,2670,
MOT20-02,219,Person coming from left side is going to right side,M,168,1812,2704,
MOT20-02,219,Person coming from left side is going to right side,M,183,416,2199,
MOT20-02,219,Person coming from left side is going to right side,M,187,1500,2249,
MOT20-02,219,Person coming from left side is going to right side,M,185,1760,2350,
MOT20-02,219,Person coming from left side is going to right side,M,181,2168,2739,
MOT20-02,219,Person coming from left side is going to right side,M,232,40,511,
MOT20-02,219,Person coming from left side is going to right side,M,233,77,424,
MOT20-02,219,Person coming from left side is going to right side,M,235,96,684,
MOT20-02,219,Person coming from left side is going to right side,M,236,106,680,
MOT20-02,219,Person coming from left side is going to right side,M,265,152,738,
MOT20-02,219,Person coming from left side is going to right side,M,268,144,742,
MOT20-02,219,Person coming from left side is going to right side,M,259,626,817,
MOT20-02,219,Person coming from left side is going to right side,M,258,474,888,
MOT20-02,219,Person coming from left side is going to right side,M,270,310,952,
MOT20-02,219,Person coming from left side is going to right side,M,264,397,1012,
MOT20-02,219,Person coming from left side is going to right side,M,272,433,1000,
MOT20-02,219,Person coming from left side is going to right side,M,271,433,1001,
MOT20-02,219,Person coming from left side is going to right side,M,273,420,1003,
MOT20-02,219,Person coming from left side is going to right side,M,275,534,1025,
MOT20-02,219,Person coming from left side is going to right side,M,279,572,1066,
MOT20-02,219,Person coming from left side is going to right side,M,280,642,1070,
MOT20-02,219,Person coming from left side is going to right side,M,277,559,1071,
MOT20-02,219,Person coming from left side is going to right side,M,276,497,1120,
MOT20-02,219,Person coming from left side is going to right side,M,274,669,1122,
MOT20-02,219,Person coming from left side is going to right side,M,278,563,1135,
MOT20-02,219,Person coming from left side is going to right side,M,285,796,1243,
MOT20-02,219,Person coming from left side is going to right side,M,281,713,1345,
MOT20-02,219,Person coming from left side is going to right side,M,283,765,1347,
MOT20-02,219,Person coming from left side is going to right side,M,282,759,1320,
MOT20-02,219,Person coming from left side is going to right side,M,295,387,1004,
MOT20-02,219,Person coming from left side is going to right side,M,291,867,1204,
MOT20-02,219,Person coming from left side is going to right side,M,293,875,1212,
